excel date,timestamp,sound,light,button,button_timesince,temperature,motion,touch,touch_timesince,ultrasonic
30/09/2015 23:01,1443654099,78,0,0,32767,489,0,0,32767,1068
30/09/2015 23:01,1443654100,78,0,0,32767,490,0,0,32767,1068
30/09/2015 23:01,1443654101,101,0,0,32767,490,0,0,32767,1069
30/09/2015 23:01,1443654102,88,0,0,32767,489,0,0,32767,1067
30/09/2015 23:01,1443654103,78,0,0,32767,489,0,0,32767,1068
30/09/2015 23:01,1443654104,76,0,0,32767,489,0,0,32767,1068
30/09/2015 23:01,1443654105,65,0,0,32767,489,0,0,32767,1068
30/09/2015 23:01,1443654106,175,0,0,32767,489,0,0,32767,1068
30/09/2015 23:01,1443654107,86,0,0,32767,490,0,0,32767,1068
30/09/2015 23:01,1443654108,96,0,0,32767,489,0,0,32767,1067
30/09/2015 23:01,1443654109,81,0,0,32767,489,0,0,32767,1069
30/09/2015 23:01,1443654110,82,0,0,32767,489,0,0,32767,1068
30/09/2015 23:01,1443654111,77,0,0,32767,489,0,0,32767,1069
30/09/2015 23:01,1443654112,80,0,0,32767,489,0,0,32767,1069
30/09/2015 23:01,1443654113,82,0,0,32767,489,0,0,32767,366
30/09/2015 23:01,1443654114,102,0,0,32767,489,0,0,32767,368
30/09/2015 23:01,1443654115,64,0,0,32767,489,0,0,32767,1067
30/09/2015 23:01,1443654116,98,0,0,32767,489,0,0,32767,1068
30/09/2015 23:01,1443654117,90,0,0,32767,489,0,0,32767,1068
30/09/2015 23:01,1443654118,84,0,0,32767,489,0,0,32767,1067
30/09/2015 23:01,1443654119,95,0,0,32767,490,0,0,32767,1069
30/09/2015 23:02,1443654120,78,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654121,83,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654122,99,0,0,32767,490,0,0,32767,369
30/09/2015 23:02,1443654123,111,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654124,98,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654125,77,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654126,81,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654127,87,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654128,107,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654129,74,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654130,78,0,0,32767,489,0,0,32767,369
30/09/2015 23:02,1443654131,95,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654132,106,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654133,83,0,0,32767,489,0,0,32767,1069
30/09/2015 23:02,1443654134,62,0,0,32767,489,0,0,32767,1069
30/09/2015 23:02,1443654135,81,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654136,70,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654137,114,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654138,82,0,0,32767,489,0,0,32767,1069
30/09/2015 23:02,1443654139,94,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654140,61,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654141,58,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654142,79,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654143,78,0,0,32767,490,0,0,32767,368
30/09/2015 23:02,1443654144,76,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654145,84,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654146,81,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654147,95,0,0,32767,490,0,0,32767,1069
30/09/2015 23:02,1443654148,111,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654149,98,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654150,101,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654151,93,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654152,82,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654153,84,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654154,73,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654155,89,0,0,32767,488,0,0,32767,1068
30/09/2015 23:02,1443654156,72,0,0,32767,489,0,0,32767,369
30/09/2015 23:02,1443654157,81,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654158,93,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654159,97,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654160,80,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654161,61,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654162,99,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654163,89,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654164,82,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654165,80,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654166,75,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654167,102,0,0,32767,489,0,0,32767,1068
30/09/2015 23:02,1443654168,101,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654169,59,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654170,89,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654171,86,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654172,113,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654173,114,0,0,32767,489,0,0,32767,1069
30/09/2015 23:02,1443654174,91,0,0,32767,489,0,0,32767,1067
30/09/2015 23:02,1443654175,84,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654176,72,0,0,32767,490,0,0,32767,1067
30/09/2015 23:02,1443654177,93,0,0,32767,490,0,0,32767,1068
30/09/2015 23:02,1443654178,77,0,0,32767,490,0,0,32767,1069
30/09/2015 23:02,1443654179,87,0,0,32767,489,0,0,32767,1068
30/09/2015 23:03,1443654180,81,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654181,92,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654182,191,0,0,32767,490,0,0,32767,371
30/09/2015 23:03,1443654183,80,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654184,79,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654185,102,0,0,32767,489,0,0,32767,369
30/09/2015 23:03,1443654186,91,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654187,90,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654188,81,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654189,69,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654190,86,0,0,32767,490,0,0,32767,369
30/09/2015 23:03,1443654191,83,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654192,100,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654193,84,0,0,32767,489,0,0,32767,1067
30/09/2015 23:03,1443654194,98,0,0,32767,490,0,0,32767,369
30/09/2015 23:03,1443654195,64,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654196,82,0,0,32767,489,0,0,32767,1068
30/09/2015 23:03,1443654197,98,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654198,96,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654199,86,0,0,32767,489,0,0,32767,1069
30/09/2015 23:03,1443654200,94,0,0,32767,489,0,0,32767,1068
30/09/2015 23:03,1443654201,91,0,0,32767,489,0,0,32767,369
30/09/2015 23:03,1443654202,100,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654203,73,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654204,84,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654205,82,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654206,80,0,0,32767,489,0,0,32767,1068
30/09/2015 23:03,1443654207,90,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654208,82,0,0,32767,489,0,0,32767,1068
30/09/2015 23:03,1443654209,98,0,0,32767,489,0,0,32767,1066
30/09/2015 23:03,1443654210,67,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654211,85,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654212,89,0,0,32767,489,0,0,32767,1068
30/09/2015 23:03,1443654213,106,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654214,91,0,0,32767,489,0,0,32767,1068
30/09/2015 23:03,1443654215,74,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654216,108,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654217,100,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654218,71,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654219,94,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654220,83,0,0,32767,490,0,0,32767,1069
30/09/2015 23:03,1443654221,84,0,0,32767,490,0,0,32767,369
30/09/2015 23:03,1443654222,107,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654223,91,0,0,32767,489,0,0,32767,1068
30/09/2015 23:03,1443654224,69,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654225,66,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654226,91,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654227,85,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654228,96,0,0,32767,489,0,0,32767,1068
30/09/2015 23:03,1443654229,93,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654230,74,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654231,74,0,0,32767,490,0,0,32767,368
30/09/2015 23:03,1443654232,76,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654233,110,0,0,32767,489,0,0,32767,1067
30/09/2015 23:03,1443654234,103,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654235,69,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654236,62,0,0,32767,490,0,0,32767,1068
30/09/2015 23:03,1443654237,87,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654238,99,0,0,32767,490,0,0,32767,1067
30/09/2015 23:03,1443654239,80,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654240,75,0,0,32767,489,0,0,32767,1067
30/09/2015 23:04,1443654241,84,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654242,75,0,0,32767,490,0,0,32767,1069
30/09/2015 23:04,1443654243,95,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654244,78,0,0,32767,490,0,0,32767,1069
30/09/2015 23:04,1443654245,93,0,0,32767,489,0,0,32767,1067
30/09/2015 23:04,1443654246,71,0,0,32767,489,0,0,32767,1067
30/09/2015 23:04,1443654247,87,0,0,32767,490,0,0,32767,1067
30/09/2015 23:04,1443654248,99,0,0,32767,490,0,0,32767,1067
30/09/2015 23:04,1443654249,114,0,0,32767,490,0,0,32767,367
30/09/2015 23:04,1443654250,86,1,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654251,86,0,0,32767,490,0,0,32767,1067
30/09/2015 23:04,1443654252,82,0,0,32767,490,0,0,32767,369
30/09/2015 23:04,1443654253,85,0,0,32767,489,0,0,32767,368
30/09/2015 23:04,1443654254,97,0,0,32767,488,0,0,32767,1069
30/09/2015 23:04,1443654255,68,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654256,69,0,0,32767,490,0,0,32767,1069
30/09/2015 23:04,1443654257,58,0,0,32767,489,0,0,32767,369
30/09/2015 23:04,1443654258,172,0,0,32767,490,0,0,32767,1067
30/09/2015 23:04,1443654259,69,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654260,90,0,0,32767,490,0,0,32767,366
30/09/2015 23:04,1443654261,65,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654262,103,0,0,32767,489,0,0,32767,369
30/09/2015 23:04,1443654263,83,0,0,32767,489,0,0,32767,1068
30/09/2015 23:04,1443654264,74,0,0,32767,489,0,0,32767,1068
30/09/2015 23:04,1443654265,63,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654266,104,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654267,89,0,0,32767,490,0,0,32767,1069
30/09/2015 23:04,1443654268,87,0,0,32767,489,0,0,32767,1069
30/09/2015 23:04,1443654269,92,0,0,32767,489,0,0,32767,1067
30/09/2015 23:04,1443654270,62,0,0,32767,490,0,0,32767,1067
30/09/2015 23:04,1443654271,73,0,0,32767,490,0,0,32767,1067
30/09/2015 23:04,1443654272,84,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654273,81,0,0,32767,489,0,0,32767,1069
30/09/2015 23:04,1443654274,101,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654275,88,0,0,32767,490,0,0,32767,369
30/09/2015 23:04,1443654276,78,0,0,32767,489,0,0,32767,1068
30/09/2015 23:04,1443654277,87,0,0,32767,489,0,0,32767,1068
30/09/2015 23:04,1443654278,72,0,0,32767,489,0,0,32767,369
30/09/2015 23:04,1443654279,78,0,0,32767,489,0,0,32767,1069
30/09/2015 23:04,1443654280,84,0,0,32767,490,0,0,32767,1067
30/09/2015 23:04,1443654281,92,0,0,32767,489,0,0,32767,1069
30/09/2015 23:04,1443654282,67,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654283,94,0,0,32767,490,0,0,32767,1067
30/09/2015 23:04,1443654284,91,0,0,32767,489,0,0,32767,369
30/09/2015 23:04,1443654285,80,0,0,32767,490,0,0,32767,1068
30/09/2015 23:04,1443654286,87,0,0,32767,490,0,0,32767,368
30/09/2015 23:04,1443654287,96,0,0,32767,489,0,0,32767,1068
30/09/2015 23:04,1443654288,80,0,0,32767,489,0,0,32767,1068
30/09/2015 23:04,1443654289,77,0,0,32767,490,0,0,32767,366
30/09/2015 23:04,1443654290,94,0,0,32767,489,0,0,32767,369
30/09/2015 23:04,1443654291,68,0,0,32767,490,0,0,32767,1069
30/09/2015 23:04,1443654292,87,0,0,32767,489,0,0,32767,1067
30/09/2015 23:04,1443654293,66,0,0,32767,489,0,0,32767,1067
30/09/2015 23:04,1443654294,104,2,0,32767,489,0,0,32767,1067
30/09/2015 23:04,1443654295,80,0,0,32767,490,0,0,32767,1067
30/09/2015 23:04,1443654296,99,0,0,32767,489,0,0,32767,368
30/09/2015 23:04,1443654297,95,0,0,32767,489,0,0,32767,1068
30/09/2015 23:04,1443654298,89,0,0,32767,489,0,0,32767,1069
30/09/2015 23:04,1443654299,60,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654300,102,1,0,32767,489,0,0,32767,367
30/09/2015 23:05,1443654301,73,0,0,32767,489,0,0,32767,367
30/09/2015 23:05,1443654302,90,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654303,63,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654304,85,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654305,93,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654306,99,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654307,82,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654308,99,0,0,32767,490,0,0,32767,1069
30/09/2015 23:05,1443654309,121,0,0,32767,490,0,0,32767,1067
30/09/2015 23:05,1443654310,98,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654311,103,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654312,65,0,0,32767,489,0,0,32767,1069
30/09/2015 23:05,1443654313,84,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654314,88,0,0,32767,490,0,0,32767,368
30/09/2015 23:05,1443654315,77,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654316,102,0,0,32767,490,0,0,32767,366
30/09/2015 23:05,1443654317,82,0,0,32767,489,0,0,32767,369
30/09/2015 23:05,1443654318,78,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654319,73,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654320,96,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654321,92,0,0,32767,489,0,0,32767,366
30/09/2015 23:05,1443654322,87,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654323,73,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654324,79,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654325,88,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654326,104,0,0,32767,490,0,0,32767,1067
30/09/2015 23:05,1443654327,109,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654328,80,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654329,76,0,0,32767,489,0,0,32767,368
30/09/2015 23:05,1443654330,78,0,0,32767,489,0,0,32767,368
30/09/2015 23:05,1443654331,88,0,0,32767,489,0,0,32767,368
30/09/2015 23:05,1443654332,97,0,0,32767,490,0,0,32767,369
30/09/2015 23:05,1443654333,73,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654334,178,0,0,32767,490,0,0,32767,366
30/09/2015 23:05,1443654335,89,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654336,70,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654337,109,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654338,72,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654339,89,2,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654340,73,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654341,70,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654342,92,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654343,100,0,0,32767,490,0,0,32767,1069
30/09/2015 23:05,1443654344,67,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654345,55,0,0,32767,489,0,0,32767,1069
30/09/2015 23:05,1443654346,89,0,0,32767,489,0,0,32767,1069
30/09/2015 23:05,1443654347,87,1,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654348,72,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654349,90,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654350,66,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654351,81,0,0,32767,489,0,0,32767,1069
30/09/2015 23:05,1443654352,77,0,0,32767,489,0,0,32767,366
30/09/2015 23:05,1443654353,97,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654354,93,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654355,81,0,0,32767,490,0,0,32767,368
30/09/2015 23:05,1443654356,76,0,0,32767,490,0,0,32767,1068
30/09/2015 23:05,1443654357,68,0,0,32767,489,0,0,32767,1068
30/09/2015 23:05,1443654358,85,0,0,32767,489,0,0,32767,1067
30/09/2015 23:05,1443654359,80,0,0,32767,490,0,0,32767,1067
30/09/2015 23:06,1443654360,78,0,0,32767,490,0,0,32767,1068
30/09/2015 23:06,1443654361,73,0,0,32767,490,0,0,32767,1068
30/09/2015 23:06,1443654362,91,0,0,32767,490,0,0,32767,1068
30/09/2015 23:06,1443654363,102,0,0,32767,489,0,0,32767,368
30/09/2015 23:06,1443654364,76,0,0,32767,489,0,0,32767,1068
30/09/2015 23:06,1443654365,97,0,0,32767,489,0,0,32767,1068
30/09/2015 23:06,1443654366,86,0,0,32767,490,0,0,32767,1068
30/09/2015 23:06,1443654367,87,0,0,32767,489,0,0,32767,1067
30/09/2015 23:06,1443654368,85,0,0,32767,489,0,0,32767,1068
30/09/2015 23:06,1443654369,92,0,0,32767,489,0,0,32767,1068
30/09/2015 23:06,1443654370,82,0,0,32767,490,0,0,32767,1069
30/09/2015 23:06,1443654371,86,0,0,32767,490,0,0,32767,1069
30/09/2015 23:06,1443654372,80,0,0,32767,489,0,0,32767,1069
30/09/2015 23:06,1443654373,66,0,0,32767,489,0,0,32767,1069
30/09/2015 23:06,1443654374,106,0,0,32767,490,0,0,32767,1067
30/09/2015 23:06,1443654375,73,0,0,32767,489,0,0,32767,1068
30/09/2015 23:06,1443654376,98,0,0,32767,490,0,0,32767,1068
30/09/2015 23:06,1443654377,57,0,0,32767,490,0,0,32767,1067
